"Name";"DisplayName";"Description";"UUID";"Type";"Using";"UsingRoot";"EquipmentSlot";"Rarity";"ArmorClass";"ArmorType";"ProficiencyGroup";"DefaultBoosts";"Boosts";"BoostsOnEquipMainHand";"BoostsOnEquipOffHand";"PassivesOnEquip";"PassivesMainHand";"PassivesOffHand";"Damage";"WeaponProperties"
"MAG_Paladin_RestoreChannelDivinity_Armor";"Armour of Devotion";"The soft hum of a fervent prayer reverberates throughout the armoured plates.";"c4af39d8-628d-4791-9dc4-4446ee31e160";"Armor";"ARM_Plate_Body";"ARM_Plate_Body";"Breast";"Rare";;;;;"Disadvantage(Skill,Stealth);UnlockSpell(Shout_MAG_Restore_ChannelDivinity)";;;;;;;
"MAG_Paladin_SmiteSpellsSupport_Helmet";"Helmet of Smiting";"A set of runes has been expertly worked into the helmet's filigree. Almost imperceptible - but powerful nonetheless.";"0ae1e62c-b36a-4dbc-97fb-e0658b454974";"Armor";"_Head_Magic_Metal";"_Head_Magic_Metal";"Helmet";"Uncommon";;;;;;;;"MAG_Paladin_SmiteSpellsSupport_Helmet_Passive";;;;
"ARM_Camp_Body_Astarion";"Astarion's Eccentric Clothes";"Clearly no stranger to a needle and thread, Astarion has embroidered the words of a poem on his shirt. It reads, 'Lamentable is the autumn picker content with plums.'";"b7392453-6569-4c24-9a1b-cbaea7cebac8";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Gale";"Gale's Austere Clothes";"Somehow Gale has managed to make his clothes smell like a library - perhaps through thaumaturgy, or through a passion to books most people reserve for sexual partners.";"c56bbf29-2315-415e-a488-fada851828ea";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Halsin";"Halsin's Grove Garments";"Feeling the fabric, the strangest feeling occurs: your thumbs brush sun-dappled leaves, skim the water of a creek, tangle in the fur of some panting animal, heat and breath.";"dc74db6c-14b2-44fa-8415-0dd1194e90e2";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Jaheira";"Jaheira's Respectable Clothes";"Though humble in appearance, these clothes bear little hints at Jaheira's fashionability. Minimalism offset by the subtle hues shining brighter at night and softening in sunbeams.";"0d0d9c0f-e9aa-4ba4-a0a9-1a0b7b7069ca";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Karlach";"Karlach's Infernal Trousers";"Torn and hell-scented, these trousers have seen a good deal of action - though not perhaps the sort Karlach might prefer.";"5c79e518-2c59-41c5-84a7-d43a58e76d09";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Laezel";"Lae'zel's Clothes";"As exciting as a trade deposition and as functional as a brick.";"54de4a07-c57c-421e-912c-7e8bd93ca0c4";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Minsc";"Minsc's Fantastical Relaxation Garb";"To the metaphorical eye, an absolute fantasia of an outfit, declaiming Minsc as a style icon without equal. To the literal eye, this is a belt-buckle shirt/pants combo.";"42ff9d36-849d-4777-968c-8cf9ca7d8027";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Minthara";"Minthara's At-Ease Clothes";"While there is little of the spidery Goddess Lolth's influence in this outfit, there is something of spiney inflexible culture of the drow in it.";"29a31736-6f9d-46ef-880d-ac3157187202";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Shadowheart";"Shadowheart's Clothes";"A little bar of standard-issue cloister soap is tucked into this outfit. It smells like lime and religious fervour.";"7062410b-439c-4f2f-bc48-1c16ab1ace20";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Body_Wyll";"Wyll's Earthy Garb";"In his good-humoured performativity, Wyll could not resist a puff of perfume on these clothes. Possibly <i>eau du Frontiers</i>.";"bd2ac836-5584-41e5-b4ff-01782c0dec6d";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"ARM_Camp_Shoes_Astarion";;;"4700fad1-769e-4831-9b3f-4ead08c49cfa";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Gale";;;"cb28ea7d-2838-43e7-a807-11277c44facb";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Halsin";;;"42de5102-7a39-44d2-b1d8-645ec4d8b0ce";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Jaheira";;;"556de2bd-99a6-4d62-b78c-d4681ce5bdfa";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Karlach";;;"b8f42945-a42e-46cb-a424-3a0a5e97157a";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Laezel";;;"212bf756-b237-4ede-9c67-e871fd60e788";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Minsc";;;"836e13ab-78a6-4ca3-ba8e-adc4c25205f1";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Minthara";;;"f107cc6a-3a6e-4a58-be16-fbe73b3f7ae8";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Shadowheart";;;"e92e4dad-8e96-4f27-aacb-cc430df0bc75";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Camp_Shoes_Wyll";;;"b307af36-a2da-4c01-aac3-a31771edd407";"Armor";"ARM_Camp_Shoes";"ARM_Camp_Shoes";"Boots";;;;;;;;;;;;;
"ARM_Underwear_Astarion";"Astarion's Underwear";"Embroidered into the cloth: 'If you're reading this, you managed to bed or behead me. Either way, you got lucky.'";"4b30a649-fd88-4f64-a57b-1149d7b9ac41";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Gale";"Netherese Briefs";"Energy crackles around these. Gale wouldn't... Surely he didn't enchant his...";"5cdc0fe0-dbda-4f31-89f8-9e16782daef1";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Halsin";"Halsin's Underwear";"Why does it smell like a herb garden? ";"9ebb9117-a0ae-46f2-a243-8d67650e9586";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Jaheira";"Jaheira's Underwear";"Embroidered with little ducks. ";"91259e65-dd71-4312-ba3c-c55757978788";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Karlach";"Karlach's Underwear";"How do these not burn off? ";"e865db4c-4df3-48e9-8cf3-5abad75510ba";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Laezel";"Lae'zel's Underwear";"Built for function rather than fun. ";"185ab1be-e93d-4518-b053-d6d4d7168d68";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Minsc";"Minsc's Underwear";"Tight, aerodynamic, and built for maximum breathability. Humidity is no friend to hamsters.";"48a3ffbe-f14e-4cfe-b45e-ebadb3af0fd4";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Minthara";"Minthara's Underwear";"Woven with as much toughened cobweb as cloth. ";"73874ef8-a3c4-4a68-8d2a-ed3d580dfb52";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Shadowheart";"Shadowheart's Underwear";"If pants could brood... ";"b460bd0c-58fe-4a56-831c-af92fd4ba7e2";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Wyll";"Wyll's Underwear";"Long may these gird the Blade of Frontiers. ";"1930ceec-4a50-43d9-8589-94593c449be4";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"ARM_Underwear_Helper";;;"305718fa-de30-474f-97a8-41ae79b4919e";"Armor";"ARM_Underwear";"ARM_Underwear";"Underwear";;;;;;;;;;;;;
"CRE_Crest_Abbot";"Abbot Crest";;"bf385fcc-8a09-4c98-b899-c9dafb1d830d";"Armor";"ARM_Amulet";"ARM_Amulet";"Amulet";;;;;;;;;;;;;
"TWN_BondedByLove_HusbandsRing";"True Love's Embrace";"The scholar of love, Joel Firris Baldidims, writes that the next time he reads about a woman compared to a flower (or any feature of geography for that matter) he's going to start knocking on poets' doors with a sledgehammer.";"7becedf0-a90a-40d3-a726-e4e671f3d73f";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Rare";;;;;"UnlockSpell(Target_TWN_WardingBond)";;;"TWN_BondedByLove_HusbandsRing_Passive";;;;
"TWN_BondedByLove_WifesRing";"True Love's Caress";"The most pragmatic and courageous lover ever known was, of course, Sorcha MacTire, for whom the popular hairstyle is named, and for whom many an extremely soppy poem has been written (most of them comparing her to geography).";"bf59a1e5-e3d1-48f1-9970-4aa3fdcaa780";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Rare";;;;;"Tag(ACT2_TWN_WARDINGBONDRECEIVER)";;;"TWN_BondedByLove_WifesRing_Passive";;;;
"TWN_BootsOfApparentDeath";"Boots of Apparent Death";"Practical jokes with these boots often involve all your stuff being stolen by opportunistic cousins.";"8838eb53-ed3d-4d64-9fe7-a82ab7249c18";"Armor";"_Foot_Magic";"_Foot_Magic";"Boots";"Rare";;;;;"UnlockSpell(Target_TWN_FeignDeath)";;;;;;;
"TWN_TollCollector_ArmorPart_Head";"Accursed Coins - Head";"These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.";"d7ba60e5-fe90-4503-9919-0f831c306c53";"Armor";"_Head_Magic";"_Head_Magic";"Helmet";;"2";"ChainShirt";"HeavyArmor";;;;;;;;;
"TWN_TollCollector_ArmorPart_Arm_L";"Accursed Coins - Left Arm";"These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.";"def9e410-c2a3-4132-a38c-f7dc436679ad";"Armor";"TWN_TollCollector_ArmorPart_Head";"TWN_TollCollector_ArmorPart_Head";"Helmet";;;;;;;;;;;;;
"TWN_TollCollector_ArmorPart_Arm_R";"Accursed Coins - Right Arm";"These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.";"6dce5e63-42bd-4d49-830a-e40d9641cef4";"Armor";"TWN_TollCollector_ArmorPart_Head";"TWN_TollCollector_ArmorPart_Head";"Helmet";;;;;;;;;;;;;
"TWN_TollCollector_ArmorPart_Torso";"Accursed Coins - Chest";"These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.";"ee8533b8-483e-4ce6-93d4-82d5a1c29a30";"Armor";"TWN_TollCollector_ArmorPart_Head";"TWN_TollCollector_ArmorPart_Head";"Helmet";;"16";;;;;;;;;;;
"TWN_TollCollector_ArmorPart_Leg_L";"Accursed Coins - Left Leg";"These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.";"17e965b2-7ae6-4b28-b545-b11469efbd9c";"Armor";"TWN_TollCollector_ArmorPart_Head";"TWN_TollCollector_ArmorPart_Head";"Helmet";;;;;;;;;;;;;
"TWN_TollCollector_ArmorPart_Leg_R";"Accursed Coins - Right Leg";"These coins grant the Toll Collector protection against attacks, but will be lost if destroyed.";"cb3330bd-672d-4d4c-973c-fcc7e7c037c5";"Armor";"TWN_TollCollector_ArmorPart_Head";"TWN_TollCollector_ArmorPart_Head";"Helmet";;;;;;;;;;;;;
"TWN_NecklaceOfCharming";"Shar's Temptation";"The inlaid jewels are so rich in colour, so deep in hue, you could lose yourself in them.";"9c10ac72-da07-4aca-a2ce-3d04d1ce3485";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";;;;;;"UnlockSpell(Target_TWN_CharmPerson)";;;;;;;
"TWN_ShieldOfWatcher";"Watcher's Shield";"To hold this shield is to be vigilant in duty, wary of danger, and mindful in crisis.";"cb2b1ac8-5589-464f-ac9f-ccd6fd27ebed";"Armor";"_Shield_Magic";"_Shield_Magic";"Shield";"Uncommon";;;;;"Advantage(Skill,Perception)";;;;;;;
"MAG_TWN_Surgeon_ParalyzingCritical_Amulet";"Surgeon's Subjugation Amulet";"A surgeon is only as reliable as her tools. And, indeed, as depraved. ";"d6db1ae8-8e8e-49d1-8968-5cdb7fa3a02a";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"Rare";;;;;;;;"MAG_TWN_Surgeon_ParalyzingCritical_Passive";;;;
"SHA_JusticiarArmor_Gloves";"Dark Justiciar Gauntlets";"The grip of darkness is a fear felt by many. The grip of a Dark Justiciar's gauntlets is a sacred fear reserved for an unfortunate few.";"73a443e0-2056-4e4c-b8d2-d4283d8d3595";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"Rare";;;;;"RollBonus(SavingThrow, 1, Strength);UnlockSpell(Target_MAG_BeckoningDarkness)";;;"MAG_DarkJusticiarGloves_Passive";;;;
"MAG_JusticiarArmor_Gloves";;;"518a925b-eb77-44e7-999d-e8c195b2261d";"Armor";"SHA_JusticiarArmor_Gloves";"SHA_JusticiarArmor_Gloves";"Gloves";"Uncommon";;;;;"RollBonus(SavingThrow, 1, Strength)";;;;;;;
"MAG_ChargedLightning_StaticDischarge_Amulet";"Lightning Aura Amulet";;"defadacf-466a-4a4e-85e4-84e2fb7266d2";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"Rare";;;;;"UnlockSpell(Shout_MAG_ChargedLightning_LightningAura)";;;;;;;
"MAG_ChargedLightning_EnsnaringShock_Ring";"A Sparking Promise";"A year into their union, Lenore, cleric of Mystra, gifted the gnome inventor Yrre an invention of her own devising - a ring that held a spell of sparks. Eventually, the touch of Lenore's hand faded to a glinting memory, but the ring's tingling grip remained resolute.";"5c8235c3-1aad-4b6d-bd0c-9753c77da5d2";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Rare";;;;;"UnlockSpell(Target_MAG_ChargedLightning_EnsnaringShock)";;;;;;;
"SHA_SandthiefsRing";"Sandthief's Ring";;"bf2949fe-6739-4149-ac68-106a00eec905";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";;;;;;"UnlockSpell(Target_SHA_RingInvisibility)";;;;;;;
"MOO_Ketheric_Armor";"Reaper's Embrace";"Heavy steel bones and teeth enclose the armour's chest and neck like a grotesque exoskeleton that both swallows and protects the wearer.";"53b3e771-5835-4703-8845-28169b836b8c";"Armor";"ARM_Plate_Body_1";"ARM_Plate_Body_1";"Breast";"VeryRare";;;;;"Disadvantage(Skill,Stealth);UnlockSpell(Shout_MOO_MAG_Ketheric_HowlOfTheDead)";;;"ARM_MagicalPlate_2_Passive;MOO_KethericArmor";;;;
"SCE_KhalidsGift";"Khalid's Gift";"A gift from Khalid for Jaheira.";"64b31781-85f6-4266-8fac-430d79bcbdb4";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"VeryRare";;;;;"Ability(Wisdom, 1, 21);UnlockSpell(Shout_MAG_Aid3_KhalidsGift_Self)";;;"MAG_KhalidsGift_CursedImmunity_Passive";;;;
"LOW_GuildRing";"Guild Ring";;"46b1d5d4-34e0-467e-b1b8-a43ae33f7541";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";;;;;;;;;;;;;
"UNI_GLO_Orin_TeleportRing";"Orin's Temple Ring";"Orin's Ring";"66079879-2c5c-492a-8fb6-bfbae79475e6";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Uncommon";;;;;"UnlockSpell(Shout_WYR_OrinsImpersonation_TempleTeleport)";;;;;;;
"MAG_Frost_GenerateFrostOnDamage_Robe";"Icebite Robe";"Delicate ferns of frost glitter in the lining of this robe. ";"50faa322-b43d-475a-91b7-25d390ac3ef6";"Armor";"_Armor_Magic_Robe";"_Armor_Magic_Robe";"Breast";"Rare";;;;;"Resistance(Cold, Resistant);UnlockSpell(Shout_MAG_ArmorOfAgathys_3)";;;;;;;
"MAG_Frost_GenerateFrostOnStatusApply_Hat";"Coldbrim Hat";"Upturning the hat and gazing into it, you get this slightly vertiginous feeling, as if you were looking into a cold, abandoned well with no discernible end. ";"d8ef5f3c-cada-42f8-a947-c3a3f62e569d";"Armor";"_Head_Magic";"_Head_Magic";"Helmet";"Uncommon";;;;;;;;"MAG_Frost_GenerateFrostOnStatusApply_Hat_Passive";;;;
"MAG_Frost_GenerateFrostOnDamage_Gloves";"Winter's Clutches";"Likely these originated in Icewind Dale, where tempers run as hot as hearths, and frozen rivers trace the arm of the dale in a network of blue-white tributaries.";"e6bb26ab-2987-4061-9c5c-764b377f91b8";"Armor";"_Hand_Magic";"_Hand_Magic";"Gloves";"Uncommon";;;;;;;;"MAG_Frost_GenerateFrostOnDamage_Gloves_Passive";;;;
"MAG_Frost_IceSurfaceProneImmunity_Boots";"Hoarfrost Boots ";"A smattering of tiny ice crystals have formed cleats on the soles of these hardy boots. ";"6ca10a61-07d8-478c-a6e7-8e43072233cf";"Armor";"_Foot_Magic";"_Foot_Magic";"Boots";"Uncommon";;;;;;;;"MAG_Frost_IceSurfaceProneImmunity_Boots_Passive";;;;
"MAG_Frost_Frostbite_Amulet";"Frost Prince";"Each sapphire feels like a tiny shard of sharpened ice.";"6cc1bd88-9ff8-42bc-ac63-495d0cc027e4";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"Uncommon";;;;;"UnlockSpell(Projectile_MAG_IceKnife)";;;;;;;
"MAG_Frost_GenerateSurfaceOnColdDamage_Ring";"Snowburst Ring";"A series of names have been scratched out, one after the other, on the inside of the ring. The last word, untouched, is not a name. It simply reads: Mine. ";"ee8d0bb8-ee1c-437c-b8e0-a9671b865c48";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Uncommon";;;;;;;;"MAG_Frost_GenerateSurfaceOnColdDamage_Ring_Passive";;;;
"MAG_ElementalGish_MomentumOnElementalDamage_Boots";"Boots of Elemental Momentum";"Toughened metal boots, highly insulated with heavy leather and padding for use in any and all elements.";"cf8e6826-9133-425a-be21-79a41e1f7add";"Armor";"_Foot_Magic_Metal";"_Foot_Magic_Metal";"Boots";"Uncommon";;;;;;;;"MAG_ElementalGish_MomentumOnElementalDamage_Boots_Passive";;;;
"MAG_ElementalGish_ArcaneAcuity_Helmet";"Helmet of Arcane Acuity";"Subtle magics are woven into the helmet's leather panes - for a powerful offence is sometimes still the best defence.";"df71a665-a179-43b3-89ee-2e355166fa9b";"Armor";"_Head_Magic_Leather";"_Head_Magic_Leather";"Helmet";"Uncommon";;;;;;;;"MAG_ElementalGish_ArcaneAcuity_Helmet_Passive";;;;
"MAG_ElementalGish_BaneOnElementalWeaponDamage_Gloves";"Gloves of Baneful Striking";"The slightest movement of leather makes a dark energy seep out of the gloves.";"9e259ea7-291f-41bd-b275-cc49edba3bb6";"Armor";"_Hand_Magic";"_Hand_Magic";"Gloves";"Uncommon";;;;;;;;"MAG_ElementalGish_BaneOnElementalWeaponDamage_Gloves_Passive";;;;
"MAG_ElementalGish_ElementalInfusion_Ring";"Ring of Elemental Infusion";"The mysterious gem set in this ring seems to change hues whenever you aren't looking.";"9ce563ca-82b0-4c28-bd82-8640fd0a5be3";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Uncommon";;;;;;;;"MAG_ElementalGish_ElementalInfusion_Ring_Passive";;;;
"MAG_ElementalGish_AbsorbElements_Cloak";"Cloak of Elemental Absorption";"A favourite among fleet-footed gish, this cloak allows the wearer to wield a foe's elemental mastery against them. ";"811ab129-2fb2-49ed-af29-5042197022fe";"Armor";"_Back_Magic";"_Back_Magic";"Cloak";"Uncommon";;;;;;;;"Absorb_Elements_Passive;Absorb_Elements_Technical_Passive;MAG_Interrupt_MAG_Interrupt_AbsorbElements_Resource_Passive";;;;
"MAG_ElementalGish_CantripBooster_Amulet";"Necklace of Elemental Augmentation";"The tourmaline in this necklace is almost uncomfortably hot, warmed by a heat all its own.";"a92cec2f-3a86-4aa1-a7e9-1d6dc9e12957";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"Uncommon";;;;;;;;"MAG_ElementalGish_CantripBooster_Amulet_Passive";;;;
"MAG_Gish_ArcaneAcuity_Gloves";"Gloves of Battlemage's Power";"Bands of blue light snap and contract when the gloved fingertips are pressed together - evidence of the arcane polarity linking them. ";"15381544-e616-46e6-a881-0af793971863";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"Rare";;;;;;;;"MAG_Gish_ArcaneAcuity_Gloves_Passive";;;;
"MAG_Gish_ArcaneSynergy_Circlet";"Diadem of Arcane Synergy";"This circlet shimmers with a hundred otherworldly metals.";"f6585fc7-22bb-4e58-b4a6-bbb56e48a86f";"Armor";"_Head_Magic_Circlet";"_Head_Magic_Circlet";"Helmet";"Rare";;;;;;;;"MAG_Gish_ArcaneSynergy_Circlet_Passive";;;;
"MAG_Gish_ArcaneSynergy_Ring";"Ring of Arcane Synergy";"The sharp silver corners of this ring almost cut into the stone set in its centre - a gem of which you've never seen the like before.";"fa7b47e8-d411-4379-b68a-8ceb26891265";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Rare";;;;;;;;"MAG_Gish_ArcaneSynergy_Ring_Passive";;;;
"MAG_Gish_PsychicDamageBonusWhileConcentrating_Ring";"Strange Conduit Ring";"In his speculative writing on arcane displacement, the wizard Tenser notes the possibility for keenly focused minds to maintain spells, and even unlock hidden potential while doing so.";"c4194cee-6f9a-4c5e-8327-816d44c86316";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Uncommon";;;;;;;;"MAG_Gish_PsychicDamageBonusWhileConcentrating_Ring_Passive";;;;
"MAG_Gish_TempHPWhileConcentrating_Boots";"Vital Conduit Boots";"Tenser's notes on arcane displacement were not only read by wizards - other avid readers included enterprising smiths eager to break into the magic items market. ";"306d3417-5e12-499e-832e-86b602a075de";"Armor";"_Foot_Magic_Metal";"_Foot_Magic_Metal";"Boots";"Rare";;;;;;;;"MAG_Gish_TempHPWhileConcentrating_Boots_Passive";;;;
"MAG_Gish_WeaknessBranding_Amulet";"Amulet of Branding";"Though thin and delicate-looking, the amulet's pendant sits heavy against your chest.";"894a6847-3d80-4368-86fb-354c8cb23525";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"Rare";;;;;"UnlockSpell(Target_MAG_Gish_WeaknessBranding)";;;;;;;
"MAG_Radiant_DamageBonusOnIlluminatedTarget_Ring";"Callous Glow Ring";"A grudging gleam emits from this ring - more an indictment of light than an endorsement.";"afdcde80-f976-4781-86be-75a5fb0ae05e";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Uncommon";;;;;;;;"MAG_Radiant_DamageBonusOnIlluminatedTarget_Ring_Passive";;;;
"MAG_Radiant_Radiating_Helmet";"Holy Lance Helm";"Brief halos of divine light wrap your head when you don and doff this helmet. ";"5b3c40c5-b0c0-44b5-9b75-e642069fd2cc";"Armor";"_Head_Magic_Metal";"_Head_Magic_Metal";"Helmet";"Uncommon";;;;;;;;"MAG_Radiant_Radiating_Helmet_Passive";;;;
"MAG_Radiant_RadiatingOrb_Armor";"Luminous Armour ";"Many an adventurer has found themselves swallowed up by the dark throat of some nameless dungeon, aching for a glimpse of light. ";"a2cbaf4f-3eb8-4362-9f2e-d325a0d47a36";"Armor";"ARM_Breastplate_Body_1";"ARM_Breastplate_Body_1";"Breast";;;;;;;;;"MAG_Radiant_RadiatingOrb_Armor_Passive";;;;
"MAG_Radiant_RadiatingOrb_Ring";"Coruscation Ring";"Provocative light blooms from the engraved contours of this ring. ";"3bd041cf-bff5-4464-9002-5c17b957b3c7";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Uncommon";;;;;;;;"MAG_Radiant_RadiatingOrb_Ring_Passive";;;;
"MAG_Radiant_RadiatingOrb_Gloves";"Luminous Gloves";"The pads of each fingertip shine from the fabric with a garish glow. ";"e8a72355-b81f-484e-bc7d-945ec81c04a3";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"Uncommon";;;;;;;;"MAG_Radiant_RadiatingOrb_Gloves_Passive";;;;
"MAG_ZOC_RampartAura_Amulet";"Treacleflow Amulet";"The air surrounding this lavishly decorated amulet is thick - like pushing your fingers through sap or syrup.";"20beaa42-f9fb-4b53-9c86-b971059b845b";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"Rare";;;;;;;;"MAG_ZOC_RampartAura_Amulet_Passive";;;;
"MAG_ZOC_ForceConduitWhileSurounded_Boots";"Tenacious Boots";"Plant your feet firm as an oak, your roots determinate, your balance as precise as the contour of the moon. ";"cde75746-e209-433b-838c-300e3c7d8306";"Armor";"_Foot_Magic_Metal";"_Foot_Magic_Metal";"Boots";"Uncommon";;;;;"Skill(Athletics,1);UnlockSpell(Shout_MAG_ZOC_ImmovableShout)";;;;;;;
"MAG_ZOC_AdvantageOnMeleeAttackWhileSurounded_Gloves";"Gloves of the Growling Underdog";"Crowded taprooms. Packed feast halls. Bustling market bazaars. Chances to be social? Sure. Chances to be violent? Absolutely. ";"1001f28b-5ea3-4257-864c-f60c812aecf0";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"Uncommon";;;;;;;;"MAG_ZOC_AdvantageOnMeleeAttackWhileSurounded_Gloves_Passive";;;;
"MAG_ZOC_ForceConduit_ChainMail";"Rippling Force Mail";"Dents, notches, and nicks add character to each ring of this mail - yet each blemish also speaks to those who tasted magical vengeance on the armour's behalf.";"b2530a6b-1235-4f5f-b61c-d174a980bc0b";"Armor";"ARM_ChainMail_Body_1";"ARM_ChainMail_Body_1";"Breast";"Rare";;;;;;;;"MAG_ZOC_ForceConduit_HeavyArmor_Passive";;;;
"MAG_ZOC_Force_Helmet";"Tightening Orbit Helm";"'Keep your enemies close, and those you want to slit up closer.' - Popular nursery saying";"5ac19da8-48bf-4a75-b312-430c1ab7cb41";"Armor";"_Head_Magic_Metal";"_Head_Magic_Metal";"Helmet";"Rare";;;;;"RollBonus(SavingThrow, 1, Constitution);UnlockSpell(Shout_MAG_PullingShout)";;;;;;;
"MAG_Fire_HeatOnFireDamage_Gloves";"Thermoarcanic Gloves";"Ash dusts the gloves' fingers, darkening their seams.";"aaf703d3-77d2-4259-9369-f98416be0e2e";"Armor";"_Hand_Magic";"_Hand_Magic";"Gloves";"Uncommon";;;;;;;;"MAG_Fire_HeatOnFireDamage_Gloves_Passive";;;;
"MAG_Fire_SelfImmolation_Ring";"Ring of Self Immolation";"Every one of the three gems in this ring is searing hot - enough to burn yourself with the slightest brush of your fingers.";"69362d04-4569-4ec8-8946-c20ee2dc1490";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Uncommon";;;;;"UnlockSpell(Shout_MAG_Fire_SelfImmolation)";;;;;;;
