"UUID";"Name";"Stats";"DisplayName";"Description"
"ab4ed528-cf26-417d-a751-981f7c83066f";"ARR_Arrow_Of_Slaying_Plant";"OBJ_ArrowOfPlantSlaying";"Arrow of Plant Slaying";"Thin veins of rot snake across this arrow's wooden shaft."
"ab5f6cef-8d34-4ad5-b5a2-f0b9cdda0591";"CONT_GEN_Vase_Ceramic_Big_C_Destroyed";;"Field";
"ab675b89-886e-46d5-90db-7b0bd95b86bd";"VFX_Static_Cinematic_ThayanMirror_01";;"Field";
"ab68a753-921f-4df5-9979-d9663cea078e";"ARM_Camp_Leather_A_Bright";"ARM_Vanity_Body_Leather_Bright";"Bright Flare Leather Outfit";"A minimalist leather binding get-up that clings to the skin and creaks just the slightest bit when you move."
"ab6a0b16-f093-4b22-a92f-d8e034ce9ff0";"CONT_GEN_Burlap_Sack_Combine_B_Destroyed";;"Field";
"ab78287b-dfa3-481f-b4bf-f153bc5f902d";"Gnomes_Male_Regular_Harper_Melee";"Gnome_Melee";"Gnome";
"ab8a46e6-87cb-4a13-b4e2-a1151e13b8ad";"FUR_Druids_Bed_Stone_Single_A";"OBJ_Indestructible_Heavy";"Stone Bed";"Soft fur bedding does little to compensate for the cold stone beneath."
"ab9210c3-164b-41c9-9c52-9eda137ac7b6";"ATM_GodRay_25m_Thin_A_Moon";;"Field";
"ab93a314-5778-40a1-a085-7972a6daf85c";"FUR_Goblins_Table_Small_B_Bloody";"OBJ_Table";"Table";
"ab99f443-520b-48f8-b8c4-b9b58b5a41ab";"FUR_GEN_Bed_Double_Rich_B";"OBJ_Bed";"Bed";
"ab9e225f-5e85-4bc0-b784-97c427ceefa0";"NAT_Rock_Boulder_Throwable_Coastal_A";"OBJ_Generic_Medium";"Throwable Boulder";
"abc4056e-f96d-473c-bfa8-0da70b8d2d8a";"CONT_GEN_Chest_Common_A";"OBJ_Chest_Wood";"Wooden Chest";"A common chest of timber and iron."
"abd0135f-8082-4005-820c-a42a101a39d8";"SurfacePotionAntitoxinCloud";;"Antidote";"Neutralises the effects of all poisons."
"abd90ce4-4dae-413e-b875-52fc47689fff";"Helper_PortraitGeneration_Background_Gradient_A";;"Field";
"abda4fb7-eace-43bc-ad90-a6347333f53f";"FUR_GEN_Bedroom_Bed_Wood_Double_F";"OBJ_Bed";"Bed";
"abeceaf4-b52b-42f8-b498-5c6256913566";"[WIP] CINE_UND_MyconidCircle_InjuredGnome_SporeServant";"Gnome_Deep_Commoner";"Thulla";
"abf611e1-86d2-41c1-8e5d-45344250d7f2";"FUR_GEN_Bookcase_Wood_Poor_A_1D_3H_6W_A";"OBJ_Chest";"Cupboard";
"ac1879a6-ad3e-4b7a-bcb4-f6477fc36882";"CONS_GEN_Food_Meat_Sausage_C";"CONS_FOOD_Sausage_C";"Dried Beef Sausage";"Just a little chewy."
"ac1b6009-921a-4dee-b5f5-c0c657810b89";"VFX_Environment_WaterDrips_L_01";;"Field";
"ac23156c-847c-413d-b922-679afa94bc4a";"CINE_DrinkWaterBottleB_NotForDecoration";;"Carafe of Water";
"ac23602b-ceee-4ef3-a6b8-601e40a5aa6f";"ARR_Arrow_Of_Dispelling";"OBJ_ArrowOfDispelling";"Arrow of Salving";"The fizzling, soothing balm that coats this arrow is recommended by a majority of sages to treat minor ailments. "
"ac2561bf-1cb9-4f14-b4c0-0bf740fe9d46";"CONS_GEN_Food_Bowl_Porridge_A";"CONS_FOOD_Porridge_Fruits";"Fruit Porridge";"This chunky porridge tastes overwhelmingly of bananas."
"ac3139a3-cb46-4f94-b0ee-603f21b29109";"FUR_Smith_Workbench_A_Table_F_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"ac39b319-a69b-4c49-9502-f556ad1e190d";"ATM_NAT_WFL_UnderdarkSubs_C_VolcanoChasmVista_J";;"Field";
"ac488739-89bb-4602-a02e-dd7076c92061";"PUZ_GEN_Tripwire_A_Destruct";"OBJ_GenericImmutableObject";"Broken Tripwire";
"ac54641c-0e5f-49a9-99de-df5a77ebf8bb";"VFX_Cinematic_GOB_Camp_Firebowl_B";"OBJ_CoalBasket";"Brazier";
"ac599794-4de2-4951-849d-fdf399b7efb4";"LTS_DUN_Bowls_G_Gold_Destroyed";;"Destroyed Object";
"ac5a0746-991c-41b1-a66e-4fe1307ed659";"DEC_GEN_Corpse_Body_Part_Two_Legs_A_Tiefling";"OBJ_BodyPart_Generic_Leg";"Severed Legs";"Deep, purple bruises bloom on the putrid flesh wherever you touch the leg."
"ac5fdc03-184b-48f9-8cd5-ac0d61b74ca1";"BASE_BLD_Construction_Big_Walkable";"OBJ_GenericImmutableObject";"Platform";
"ac71c753-c207-465c-b28b-c10f95ed0745";"ARM_Leather_2";"ARM_Leather_Body_2";"Leather Armour +2";"This armour is stitched together with thick, metal-lined cord, reinforcing it at the seams."
"ac74477b-8ec2-4b35-8aac-fbb53d3f7b84";"CONT_Emerald_Enclave_Vase_A_Destruct";"OBJ_GenericImmutableObject";"Broken Vase";
"ac769cef-e9c3-4e93-a7e3-6c5eeff22b13";"TOOL_GEN_Branch_Stake_A";"OBJ_GenericLootItem";"Branch";
"ac76d145-75de-4fad-8faa-36e594d295b1";"BOOK_GEN_Book_Rich_C";"OBJ_Book";"Gilded Book";"This book is redolent with the enticing smell of paper and ink."
"ac76d884-20bb-41a5-b85d-552471a51167";"BLD_Druids_Stairs_Spiral_A_Static";"OBJ_DoorIndestructible";"Spiral Stairs";
"ac77de87-8819-4655-890a-8ffda881d39c";"BASE_PUZ_Lever";"OBJ_Lever_Action";"Lever";
"ac805261-e2e4-49fd-b20e-5d89e335ad5e";"LTS_DUN_Candles_C_Gold_Purple";"OBJ_Candle_Gold_Purple";"Candle";"A half-burnt beeswax candle."
"ac8eeb6f-a7cd-4dfb-991c-14162b35d81d";"BOOK_GEN_Scroll_Parchment_D_Single_A";"OBJ_Scroll";"Scroll";"A plain, unadorned note."
"ac97e08c-202d-47f4-9420-906f45fea59c";"CONT_Egg_Spider_Phase_B";"OBJ_SpiderEgg";"Phase Spider Egg";"There's a certain intangibility to the feel of this egg, as if it might blink out of existence."
"ac9a7fa2-815b-4155-b73f-572e99845f12";"BASE_Children_HalfElves_Male";"HalfElf_Child";"Child";
"aca5d144-773b-42ba-aca1-6903c60c418c";"TOOL_GEN_Music_Violin_A";"ARM_Instrument_Violin";"Violin";"A violin of cedar and burled walnut. The pegs are a little scuffed, the strings thin and worn, but the song from this instrument would still ring clear and true."
"aca9db37-c967-47e3-99e5-81f67d532392";"LTS_GEN_Gem_Glowing_Family_B";"OBJ_Crystal_PurpleFluorite_Mineable";"Glowing Gem";
"acb6b30e-4f55-48cb-8f5e-cbc33be9ad22";"BOOK_GEN_Factions_OriginsofZhentarim";"BOOK_GEN_Factions_OriginsofZhentarim";"On the Origins of the Zhentarim";"A loose sheaf of paper, printed with an eye for quantity over quality."
"acb7f321-f921-9a53-4452-dbe7eddf2146";"DEC_GEN_Street_Fountain_C_Broken_A_converted";"OBJ_GenericImmutableObjectHeavy";"Object";
"acd7060a-43bd-4dc9-b050-9d9b2cf7b7df";"BASE_Humans_Male";"Human_Commoner";"Human";
"acd92839-3abf-4304-aad7-e2aa307e48b5";"BOOK_GEN_Books_Row_Multiple_B_Destruct";"OBJ_Barrel";"Pile of Books";
"acfe718c-844e-4446-bfe6-8029b49238dd";"FUR_GEN_Bed_Mattress_Single_A";"OBJ_Bed";"Bed";
"ad115c97-50a1-4bd0-9046-365e7e17327a";"PUZ_CursedLand_Shadow_Sphere_A";"OBJ_Indestructible_Heavy";"Shadow Curse";
"ad1b1b83-6883-4202-b97e-09337d7ba4de";"DEC_GEN_Kitchen_CupBoard_Poor_D";"OBJ_PotionShelf";"Shelves";
"ad1f91df-63ae-4f45-b940-aae444116a8c";"UNI_TOOL_Camp_Bedroll_Open_A_DONOTUSE";"QUEST_Indestructible_Camp_Bedroll";"Take a Long Rest";"The thick fur lining of this traveller's bedding is lightly stained with dirt."
"ad3072b8-990c-4662-addd-5b156731c0e5";"CINE_DOOR_Double_Big_Dungeon_Abbey_A";"OBJ_Door_Heavy";"Heavy Oak Doors";
"ad3a85ec-734a-4929-b2b7-f468d71c59d7";"CONT_HUM_Vase_Large_C_Porcelain_Damaged";"OBJ_Vase";"Damaged Vase";"This once-fine vase has been cracked by either time or neglect."
"ad3c0c6b-bcc4-488e-a5cf-32b809188633";"QUEST_FOR_ShadowheartOM_SharCrown";"FOR_ShadowheartOM_SharCrown";"Damaged Headpiece";"Battered by age and use, this once-fine helmet feels like a ghost of a bygone time."
"ad3f4f70-9184-49be-9fbb-94a83ef66b77";"BASE_CONT_Movable_Sack";"OBJ_Sack";"Sack";
"ad4f225f-4523-40ce-89b2-8367c8b62b2a";"ATM_NAT_WFL_UnderdarkSubs_C_AquaductVista_F";;"Field";
"ad56c178-65a5-446e-9c73-621fa38ef4bd";"FUR_GEN_Bed_Single_Rich_A_Dirty_A_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"ad5c92d4-c9fd-4b3a-9ef5-b530d1e7cdba";"LTS_GEN_City_Lantern_B_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"ad5f68ed-44d3-40d4-b7bc-e6b10ae8ee65";"TOOL_Ladder_Metal_3H_A";"OBJ_Ladder_Indestructible";"Iron Ladder";
"ad60be55-7a95-4dcb-ae55-908a97f9955a";"LOOT_Dye_GreenSage_01";"OBJ_Dye_GreenSage";"Swamp Green Dye";"This dye will make your clothes look like noxious, stagnant swampwater, and honestly that's so in right now."
"ad83aa22-d157-4f29-8718-a0b7f476ae9c";"CONT_HUM_Vase_Large_B_Shar";"OBJ_Vase";"Vase";
"ad8876a6-a430-49fe-a78e-9a8444fb6e6a";"BOOK_GEN_Scroll_Parchment_A_Open_Masterwork_Plan_A";"OBJ_Scroll";"Scroll";"A plain, unadorned note."
"ad8b9d6a-bfa0-4e57-bb95-36e60af9bb37";"BOOK_GEN_Scroll_Parchment_C_Open_A";"OBJ_Scroll";"Scroll";"A plain, unadorned note."
"ad912cef-8bfb-4bf3-98f0-f2c5e3b45915";"ARM_BreastPlate_1";"ARM_Breastplate_Body_1";"Breastplate +1";"This breastplate is crafted in the specialty style of a mysterious armourer in Amn known only as 'The Tailor.'"
"ad9f3f24-d755-48b6-aa7b-c34da068209f";"CONS_Potion_Speed";"OBJ_Potion_Of_Speed";"Potion of Speed";"This solution ripples and splashes of its own accord, almost like it's trying to escape the bottle."
"ada27df4-16bc-4139-92cb-8103a0a278cf";"BOOK_GEN_Gods_HouseholdPrayer1";"BOOK_GEN_Gods_HouseholdPrayer1";"Household Prayer";"A common prayer, often hand-written and placed to bring the grace of the gods upon a household."
"adab2bae-489d-4d4d-b477-fb5af4c7ddd2";"Tieflings_Female_Asmodeus_Zhentarim_Caster";"Tiefling_Caster";"Tiefling";
"adadcf9e-0a62-4abc-a9ee-c6a2b00a3394";"LOOT_GEN_Kitchen_Bowl_Ceramic_Rich_B";"OBJ_KitchenwareRich_Ceramic_Bowl_B";"Bowl";"Pulverised minerals and gemstones, mined and traded by the dwarves of Mirabar, give this bowl its bright glaze."
"adb0c3c8-c68c-4149-8bc1-dcc3f70d1d16";"PUZ_GEN_Trap_Gaspit_Cave_A";"OBJ_GenericImmutableAttackableObject";"Vent";
"adb16a84-5052-4e77-9ef8-4df2d2b7d212";"SurfaceCloudkillCloud";;"Cloudkill";"Creatures who remain in the cloud take heavy poison damage. The cloud also heavily obscures what's in it."
"adbe2941-ada0-4116-99b3-8b5891d5e563";"DEC_GEN_BoilingCauldron_Gruel_A_Bad_A_Boiling_A";"OBJ_THR_CauldronBoilingWater";"Bubbling Cauldron";
"ade82f62-f3d7-4c46-9938-bd0d65154ffa";"BASE_Dwarves_Female_Hill_Zhentarim";"Dwarf_Commoner";"Dwarf";
"adee0e7a-43d9-4fb0-806c-baa94ee0691f";"LOOT_Alchemy_Miscellaneous_CrystalBall";"OBJ_GenericLootItem";"Crystal Ball";"Dim light haunts the inside of this heavy crystal ball, as though something inside waits to be called upon."
"adefd765-cc35-4289-9468-4a1fef893f52";"CONS_GEN_FOOD_Vegetable_Potato_A_Boiled";"CONS_FOOD_Vegetable_Potato_Boiled";"Boiled Potato";"A soft, hot potato filled with garlicky butter and herbs."
"adf0ef57-7811-40ed-9d29-05c6336f9e1f";"WPN_HUM_Greatclub_A_2";"WPN_Greatclub_2";"Greatclub +2";"A blue glow radiates through the brass spirals at the end of this heavy club."
"ae071239-2e43-4e02-9f9c-f84bc5d9af3b";"LOOT_COINS_Silver_Pile_Small_A_DONOTUSE";"OBJ_GoldPile";"Silver Coin Pile";
"ae0e2da5-1846-4250-af42-aef9f188a09a";"Child_Humans_Male";"Human_Child";"Human Boy";
"ae1b58fc-b905-4f6d-b65c-25b895e46f31";"CONT_GEN_Dinnerware_Silver_Row_Multiple_A_Dirty_A_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"ae1d8be9-4fa1-48a8-ab64-f312973dedd8";"ATM_NAT_WFL_UnderdarkSubs_C_VolcanoChasmVista_K";;"Field";
"ae234e85-42a8-43d8-8719-0d0e1a0c15f2";"ARM_Gloves_Metal_1";"ARM_Gloves_Metal";"Metallic Gloves";"Someone has dented and repaired the first two knuckles on this pair of gauntlets enough times to strain the metal."
"ae28b14c-0881-45fe-8237-9fcb1c951d3d";"CONS_Potion_Poison_Resistance";"OBJ_Potion_Of_Poison_Resistance";"Elixir of Poison Resistance";"Popular among politicians and adventurers alike."
"ae2cfe5c-0486-471e-a2d0-ca8a30c24141";"BLD_GEN_Bridge_Wood_A_Intact_A";"OBJ_GenericImmutableObject";"Bridge";
"ae373f7c-6209-4bce-920f-27fceb4b3c0c";"LOOT_Druid_Autopsy_Set_Small_Flowers";"OBJ_GenericLootItem";"Bottled Blooms";"Encased safely in glass, these beautiful petals continue to blossom."
"ae389d69-e87b-41d8-bdb0-e4ba5e3f8e8b";"Cat_Yenna";"Cat";"Cat";
"ae4505e0-e948-406b-a735-76dfcb644fb9";"DEC_GEN_StuffedHead_MindFlayer_Rich_A";"OBJ_Generic_Medium";"Stuffed Mind Flayer Head";"The bear's fur is patchy and rough, its glassy eyes dull and unpolished."
"ae4f12c3-c502-4b55-9927-98d8bb5c8acd";"CINE_LTS_DUN_Candles_Cluster_C";"OBJ_Candle";"Candles";
"ae58df6b-0fc9-48ff-9d36-52bf9bc22204";"ARR_Arrow_Of_Slaying_Undead";"OBJ_ArrowOfUndeadSlaying";"Arrow of Undead Slaying";"This arrow is carved from green wood, still sticky to the touch."
"ae60b229-89a8-4a56-9425-115c850fd05a";"NAT_Coastal_Cliff_Sandstone_Spire_A_Dynamic";"OBJ_GenericImmutableObject";"Structure";
"ae65a281-41f2-4111-bf06-aef2afa4f8e6";"Dwarves_Female_Hill_Zhentarim_Caster";"Dwarf_Caster";"Dwarf";
"ae6b5010-c195-43f8-b684-e65fded18cf4";"CINE_GLO_GithKnight";"Githyanki_Commoner";"Githyanki";
"ae6eca23-dbcf-4bd2-94f7-513dacd70778";"FUR_GEN_Tavern_Bench_Wood_A_Old_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"ae82c350-9224-4978-ac27-c31b13b5a7ad";"CONS_Drink_Valuable_Arabellan_Dry";"CONS_Drink_Valuable_Arabellan_Dry";"Arabellan Dry";"Someone identifying themselves as Captain Trombone has scratched a drawing on the bottle's bottom. The drawing shows a sad pig eating a bacon sandwich, and bears the words, 'Rise up!'"
"ae84e9c1-f4fb-42e0-91d8-5254ac0255b0";"PUZ_GEN_CONST_Lever_Floor_Stone_A";"OBJ_Lever_Action";"Lever";
"ae8b0d21-dcaa-4882-9ad9-940e4014c3ec";"TOOL_GEN_RoadSign_Wood_F";"OBJ_Signpost";"Signpost";
"ae9a0cd6-5661-4296-b19f-6511951acf74";"DEC_GEN_Towel_Blood_Holding_A";"OBJ_Generic_Light";"Bloody Towels";"This heavy linen fabric is soaked in blood."
"ae9b9681-7aed-4400-809f-25f9d329cae5";"LOOT_GEN_Dining_Glass_Silver_Rich_F_Dirty_A";"Cup_Silver_F";"Silver Glass";"Silver cups are the favoured vessel when making offers of milk to Selûne - some folk even believing the metal to be the Moonmaiden's hardened tears."
"aea3df9f-c407-46ab-8564-713022febaa7";"LOOT_Ring_Makeup_Test";"ARM_Ring";"Ring";
"aeb2a645-145d-47bc-b125-c5b3fcd486e4";"BLD_GEN_Plank_D_Wood_A_Dynamic_A";"OBJ_Destr_Support_Wood_Fragile";"Plank";
"aeb4ffee-f8bd-414a-a316-1f620215f21a";"PUZ_GEN_Lanceboard_Piece_Pawn_White_A";"OBJ_GenericLootItem";"White Pawn Piece";
"aebd1b71-dfcf-4939-a946-60e330d9a67e";"LAB_GEN_Bottle_Rack_Multiple_A_Common_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"aebf62bd-e68d-4e14-9ed7-1d51289a3e4e";"LOOT_GEN_Backpack_B_Posed_A";"OBJ_Backpack";"Backpack";"A name-tag was once haphazardly stitched on the back of this bag, but it has become too worn-out to read."
"aec19e25-4283-4cfd-a72a-bfa51ce83638";"HalfElves_Female_High_Guard_Ranger";"HalfElf_Ranger";"Half-Elf";
"aec2e4a7-a11f-4265-a92a-536b2239c38e";"FUR_GEN_Wardrobe_Wood_Rich_C";"OBJ_Wardrobe";"Mahogany Wardrobe";
"aecefe2c-ee84-49fc-88d0-d77e72359959";"Halflings_Female_Zhentarim_Ranger";"Halfling_Ranger";"Halfling";
"aed40c0b-96eb-4620-a330-5b47001e5556";"LTS_DUN_Candles_Cluster_A_Red";"OBJ_Candle";"Candles";
"aedff83c-bc48-484b-9073-a02444494c12";"DOOR_Double_Prison_Grating_Iron_A";"OBJ_MetalDoor";"Grated Iron Doors";
"aef13d72-15d7-4e1a-a0db-402b77596b14";"LOOT_Mushroom_Bullywugtrumpet_A";"CONS_Mushrooms_BullywugTrumpet";"Bullywug Trumpet";"A sour, unappetising mushroom, the Bullywug Trumpet is found anywhere dark and dank."
"aef15b2f-d7f1-4386-a019-5c185e5904ab";"BLD_GEN_Barricade_Wood_Spikes_I";"OBJ_Barricade_Wood";"Barricade";
"aef8b275-3373-4572-9e82-e87fcc0d7572";"DEC_GEN_Kitchen_CupBoard_Poor_A_Destruct";"OBJ_GenericImmutableObject";"Broken Cupboard";
"aefb110e-a9cf-41ee-b6ca-4607f6ebccb2";"LTS_DUN_Candlestick_G";"OBJ_Candelabrum";"Iron Candelabrum";
"af0ca497-3c32-47ae-81ab-d53aa9af715f";"LTS_DUN_Candles_Cluster_D_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"af160801-53dd-4f0b-900d-f10418a5b3f2";"CAM_InvisibleCollider_Cylinder_2x2_4H_A";;"Field";
"af2fa087-d63a-4b59-b15a-0efd2b34f0fe";"VFX_Static_WaterPlane_StillWater_HagCave";;"Field";
"af335cd3-09e0-455b-85a9-64a2e31e399c";"BASE_Dwarves_Male_Hill_Guard";"Dwarf_Commoner";"Dwarf Guard";
"af584d4f-4f84-447c-9316-f440cdfb507d";"DOOR_GEN_Hatch_Wood_A";"OBJ_DoorIndestructible";"Wooden Hatch";
"af5e123b-6f8b-4b85-a952-e4de34f97b73";"TOOL_Ladder_Rope_7n5H_A";"OBJ_Ladder_Rope";"Rope Ladder";
"af62edaa-5caf-48a4-9e78-5a7389f161d1";"BOOK_GEN_Books_Row_Single_B_Dirty_A";"OBJ_Bookrow";"Row of Books";"Books on various unrelated subjects, organised in no obvious order."
"af6ffb20-cbdc-410c-9a12-6c217eb8aa9c";"ARM_Camp_Aristocrat_White";"ARM_Vanity_Body_Aristocrat";"Winter Gala Doublet";"Crisply white with snatches of blue, this garment would not be out of place at a winter festival gala celebrating the wearer's sense of style."
"af709360-210b-4f27-b806-a8ca318d8290";"LOOT_Alchemy_Snake_Fang_A";"BASE_ALCH_Ingredient";"Snake Fang";"Bloodied and still sharp. "
"af72a434-7eec-4a50-ac07-8bb17c39b7e0";"REF_SCN_Primitives_Cube_2x2x0n5";;"Reference Primitives: Cube 5x5x5";
"af7dedd1-346f-46f2-9147-7f1d77d8ba05";"FUR_GEN_Gambling_Table_A_Destruct";"OBJ_GenericImmutableObject";"Table";
"af808d7c-c8d6-4924-94a9-35bffd450803";"CONS_Drink_Bottle_Small_A";"OBJ_Bottle";"Bottle";"A mysterious liquid has dried to the bottom of this bottle."
"afaeee64-0644-4a54-9767-199fe05046eb";"CONT_Zhentarim_Crate_Wood_C_Destruct";"OBJ_GenericImmutableObject";"Broken Crate";
"afb59e11-ae9c-4821-8af1-374d29a4f763";"DEC_CEM_Coffin_Wood_Common_B_Destruct";"OBJ_GenericImmutableObject";"Broken Coffin";
"afbfaee7-e2cd-48e7-8c46-d2377c7320e3";"WPN_HUM_Greataxe_A_1";"WPN_Greataxe_1";"Greataxe +1";"A small prayer decorates the hilt of this axe. It resonates in your head when you touch it."
"afc1f27f-526d-4a12-bc39-8f5c551fefa4";"SurfacePurpleWormPoison";;"Purple Worm Poison";"Deals Poison damage."
"afda0da3-ed3e-4464-b305-e9399a9ed455";"UNI__WYR_Key_PotionShopStorage";"PUZ_Key";"Storage Key";"A silver key found on Wyrm's Crossing Alchemy Merchant."
"afdbcab1-036c-4ad8-8b70-6e42489619fe";"VFX_Environment_Giant_Forge_Steam_01";;"Field";
"afdc3411-7dad-4483-8ee1-e6a8f37b3ee4";"WPN_HUM_Sword_Shar_A";"WPN_Scimitar";"Scimitar";"This human-made scimitar falls far short of replicating the quality of the drow style it clearly imitates."
"afe2be1f-d8c6-4615-8cef-c7106086daf0";"DEC_GEN_Corpse_Body_Part_HeadFemale_A_Tiefling";"OBJ_BodyPart_Generic_Head";"Severed Head";"The severed head of a young woman. The jaw is ripped off, locking her face in an eternal, bloody scream."
"aff3a25e-49f4-45e8-8384-fa7b05ce267f";"FUR_GEN_House_Chair_Rich_E_Destruct";"OBJ_GenericImmutableObject";"Lavish Chair";
"b0014e5d-faa0-44d5-8799-a4974b592e40";"BASE_Elves_Female_Wood_Harper";"Elf_Commoner";"Elf";
"b0098e33-b833-4826-8da6-243a35d7a245";"Humans_Male_Civilian_Vignette";"Human_Commoner";"Civilian";
"b013c177-056c-423f-9470-1cdb0cfc531f";"CONT_GEN_Chest_Common_B_Destruct";"OBJ_GenericImmutableObject";"Broken Chest";
"b01d2db3-d092-43c2-a665-214c3b8e77f4";"DEC_GEN_Statue_Ketheric_A_Broken_C_Dynamic";"OBJ_GenericImmutableObject";"Statue ";
"b0240bb6-0a67-4453-8b58-777cb5fa047e";"Gnoll_Fighter";;"Gnoll";
"b029ee83-0e18-1ed0-c360-9065cca88176";"LTS_DUN_Hanging_Bowls_Chain_B_Gold_converted";;"Object";
"b0312fa4-c9d9-4e0b-9876-63567a8dbf5e";"FADE_InvisibleBlocker_4x4_Pyramid_B";;"Field";
"b0337d1a-8f6c-4187-ae20-2e533de0097f";"TOOL_GEN_RoadSign_Wood_E_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"b034db51-60fe-4859-a7db-1dccbb8f1c50";"DEC_GEN_Towel_C";"OBJ_Generic_Light";"Towel";"This heavy linen fabric is unadorned, but pleasantly soft to the touch."
"b0385b93-f525-4740-8126-471a76fa31a2";"CONS_Poison_Serpent_Venom";"OBJ_SerpentVenom";"Serpent Fang Toxin";"From political assassinations to marital dysfunction, poison's got you covered. "
"b04fcde0-694d-4783-a701-106363c98272";"LOOT_GEN_Amulet_Necklace_F_Bronze_A_1";"ARM_Amulet_Necklace_F_Bronze_A";"Polished Necklace";"Heavily set with gemstones, this necklace weighs more than expected."
"b059670b-4f3b-4738-bbae-4dff1f708035";"NAT_Rock_Jagged_360_B_Dynamic";"OBJ_GenericImmutableObjectHeavy";"Jagged Rock";
"b060f4ff-45b9-490d-8a42-be0ab1966926";"CINE_Worg_A";"Worg";"Worg";
"b061ec0f-c178-4508-9fa1-552683bc6f92";"Elves_Female_High_Civilian_Vignette";"Elf_Commoner";"Civilian";
"b069840b-7b67-4d5f-906a-0c0f7eb5d120";"DEC_GEN_Corpse_Body_Part_Two_Legs_A_Githyanki";"OBJ_BodyPart_Generic_Leg";"Severed Legs";"Deep, purple bruises bloom on the putrid flesh wherever you touch the leg."
"b06df50c-e665-4e06-91a2-9282f2cc694c";"TOOL_GEN_Broom_B_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"b06e267c-2fb9-49fa-beed-feafb334ac7f";"LTS_GEN_Candle_Candelabra_Common_A_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"b0738d7e-9e3f-4c7d-be91-c735ffaf5987";"Helper_PortraitGeneration_Background_Custom_29";;"Field";
"b085e96d-e199-467f-b6a8-5d9d44e3cb21";"LOOT_GEM_Ruby_A";"OBJ_Ruby";"Ruby";"A deep burgundy colour, this stone seems to trap all light."
"b08b0d53-7ee4-4ad3-ae5f-e647069e76bd";"LTS_GOB_Camp_Torch_A_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"b09296f1-2bc3-422e-8735-c13e83ac8801";"LOOT_GRN_Spore_Haste";"GRN_Spore_Haste";"Haste Spore Flask";"Thousands of white spores buzz against the glass, impatient to be released."
"b0943b65-5766-414a-903d-28de8790370a";"GEN_CONS_Berry";"CONS_Berry";"Raspberry";"Full ripe berries that taste tart, and burst at the slightest bite, and stain your fingers."
"b09b99a8-cb80-43d7-bdae-89137d3e6ae5";"LAB_GEN_Bottle_Rack_Multiple_A_Common";"OBJ_PotionShelf";"Bottle Racks";
"b0a0af0b-6642-4713-b884-6e09fd79d2c9";"CINE_LOOT_GEN_Amulet_Wulbren_A_Hanging_A_Blood_Speckeled_A";"ARM_Amulet";"Bloody Amulet";"Tiny specks of blood cover this amulet. They have pooled into the engravings on the back, spelling out the name 'Wulbren' in a grisly brown hue."
"b0b00fc5-c532-4622-8592-6f6943702ad5";"BOOK_GEN_Books_Stack_B_Dynamic_Dirty_A";"OBJ_Bookrow";"Stack of Books";"Precariously stacked tomes of varied thickness, each dustier than the one beneath."
"b0c41250-7884-4d6f-bf95-2a4860ddf659";"LOOT_GEN_Amulet_Lathander_A_Rigged_A";"ARM_Amulet_Necklace_A_Bronze_Green";"Amulet Lathander";"These grisly trinkets started popping up with the rise of the Cult of the Absolute. While the skull and triangle are made from cheap pewter, rumours suggest the red handprint is made exclusively with blood from ritual sacrifice."
"b0d4b818-fe2b-4465-8bdf-199efc5f6b50";"LTS_DUN_Candles_Cluster_C_Gold_Destruct";"OBJ_GenericImmutableObject";"Destroyed Object";
"b0d55901-0a23-4361-8345-2eed70a2bc76";"LTS_GEN_Spider_Eggs_Cluster_A";"OBJ_Torch";"Ichorous Egg Clutch";
"b0d83020-d8ff-4d19-a25c-ce220eecd16d";"DEC_GEN_Statue_Bust_Female_A";;"Bust";
"b0d9d63f-14ad-4ca3-9bbf-13bacc1628ec";"FUR_GEN_Bed_Double_Rich_F_Dirty_A_Destruct";"OBJ_GenericImmutableObject";"Broken Barricade";
"b0f10499-4e01-462f-894f-5b0fe9043b25";"LOOT_GEN_Toy_WoodenBlock_A";"Toy_WoodenBlock_A";"Toy Block";"Letters and shapes are carved into the painted sides of this wooden block."
"b0f372f0-f74f-4c00-84e6-34ba09117578";"Goblins_Male_Boss";"Goblin_Boss";"Goblin Boss";
"b0f49eba-d4e8-49a9-b258-75b533abcd07";"LOOT_Alchemy_Bear_Claw_A";"OBJ_GenericLootItem";"Bear Claw";"Tough as steel, this bear claw is still deadly."
"b0f665a3-1922-47a9-8d0c-416482032a11";"BOOK_Book_A_Open";"OBJ_Book";"Book";"This book is redolent with the enticing smell of paper and ink."
